,review_id,star_rating,review_headline_clean,review_body_clean,compound,neg,neu,pos
9100,R11DDI5O18FOB,5,buy second dryer reserve,buy hair dryer year ago husband use it<br everyday since problem easy fold travel and<br love fact cord retract decide go ahead order a<br second one hand one go luck<br available really like,0.8858,0.062,0.639,0.299
9101,R2TCPUPTAWX4Y7,5,conair blow dryer,look purchase blow dryer spare bathroom trailer find one happy exceded expectation good deal pleaswed product fast arrive,0.765,0.0,0.708,0.292
9102,R12IYX5YMI8O4E,5,conair hir dryer review,hair dryer powerful unit exceed expectation glad get unit conair dryer arrive specified date use time dry hair,0.7003,0.0,0.734,0.266
9103,RLTCXUS4XC15,1,faulty plug seller back product,i'm one people read review purchase product amazon understand seem like time one two people speak poorly product mass rave blow dryer still blow dryer product could good hair dryer plug work subsequently neither dryer.why i'm leave review expose lack commitment seller towards product customer seller would respond email broken product four month first month dryer work well dry time would work work finally dryer would turn cut plug test power dryer without plug plug bad dryer plug,0.6906,0.099,0.729,0.172
9104,R2SJOF3LDI2PJS,5,worth every penny,best purchase make straightened coaurse hair love hot get even apply flat iron hair,0.8555,0.0,0.588,0.412
9105,R1OKRFKXP6R2OT,5,hairdryer cruise,great fold hair dryer great price need hair dryer take fantasy carnival cruise glory hair dryer drawer unfortunately fantasy go another cruise fall fantasy,0.8834,0.07,0.587,0.343
9106,R2BC5K6RQ1D7LZ,5,work advertise,nice find home appliance actually work advertised remington dryer more.<br br well make easy operate dry hair fast we've couple month hold quite well almost daily use someone household good value price,0.9217,0.0,0.631,0.369
9107,R3KOZ3WS6HUACW,5,pleased product delivery fast,help stuff top bathroom countertop since limited counter top bathroom one hung wall bathroom motorhome great organization small place,0.8176,0.072,0.532,0.395
9108,R3E3Q4W9391MZB,5,great dryer,originally use dryer last year star hotel chicago love ask desk clerk could purchase new one hotel yes daughter seem want use time order another one fight morning highly recommend small great blow power appropriate heat fold half retractable cord,0.9145,0.05,0.654,0.296
9109,R347C1U145W3QS,5,great product,absolutely love blow dryer work well get job do half time highly recommend blow dryer use salon get client half time,0.855,0.0,0.657,0.343
9110,R1M9G493R2OKW4,3,product description fall short accurate,hair dryer exactly intend however product description inaccurate so-called cool shot button exist product one thing notice though product image update blue cool shot button remove new image,0.5574,0.0,0.85,0.15
9111,R16QX5SAYWKT89,4,great dryer good price,need dryer diffuser attachment dry perm hair look bunch different one amazon choose one think great dryer cost diffuser work well keeps hair curly without make frizzy also dry fairly quickly like long cold shot button take work would also nice get hot low set overall price think great buy i'm happy,0.9643,0.031,0.63,0.34
9112,RJ33W8ILIMED5,3,weighty subject,"john frieda say shiny hair static dry quickly without high pitch roar dryer overall look nice one major problem...its heavy long haul,as long thick hair styling,you well young strong sixty medium length fine hair find easy use curl iron day use blow dryer style work fine come several head specific dry",0.9136,0.0,0.754,0.246
9113,R396KJDGHXH10O,4,work well,use last week money decent buy.<br retractable wire another plus cannot comment longevity,0.0,0.0,1.0,0.0
9114,R1MT18QZGXY0W4,5,need,i'm picky blowdryers always seem like they're either hot hot enough give enough pressure mold hair blowdryer suffers none problem top high quality dry delivers also comfortable hold blowdryers hard plastic handle slip easily especially shower one nice rubber texture i've use mangroomer couple month thoroughly satisfy highly recommended,0.8974,0.127,0.58,0.293
9115,R1X3J8FA9P9POD,4,first work three year second three second,due bathroom layout dryer retractable cors fold handle work best buy one three year ago use almost daily husband due current hair style short side miss top use less minute.<br br stop work turn look another model one handle cord feature easy decision order another put cabinet next day try forgot old one broken say go second would turn turn back without reset repeatedly stay seconds.<br br dug box recycle return amazon two day later third one cabinet three week later dryer work fine.<br br basically decent frill dryer exactly suppose,0.6077,0.066,0.83,0.105
9116,RMAOWYWSK2GYN,4,pretty good price,first blow dryer i've ever simple pretty effective give star little confused make work great price two setting low high i've use low set wish good explanation make start work otherwise great complaint,0.9286,0.163,0.447,0.39
9117,R11MF0AGQTES20,5,great purchase,"personally love product compare old dryer also,good price great short hair curl",0.8519,0.0,0.546,0.454
9118,R3VERLX2J2QHIR,4,decent hair dryer,buy hair dryer two wall-mount hair dryer die year dryer bit big others hop help overheat believe shortened life hair dryer build quality unit seem pretty good get weight feel solidly build cheap all.<br br complaint unit air come forcefully old small dryer previously own blew much hard one wife prefers less forceful air kind act like hair dryer diffuser it.<br br overall seem like decent unit hope last long others,0.9069,0.085,0.691,0.225
9119,R25PV3HE152U4J,3,strong girl,nice hairdryer heavy hold long short fine hair tolerate weight hair thick mid length long require longer dry times....holding heavy dryer extend period make job laborious need prefer old revlon ionic pro sylist,0.6486,0.0,0.826,0.174
9120,R6PBPIX9OJ58X,2,two setting high low,get funny smell high others describe addition high heat set possibly much hardware handle also hotter handle.<br fan speed temperature link one switch low speed low use high heat use high speed,0.25,0.112,0.749,0.139
9121,RD6K6UA8P9I4M,3,broken fan blade month,bought wife like product three plastic fan blade break month use likely one break rattle around inside housing immediately cause others start break dryer worthless warranty one year luck replacement part cannot find maybe month ok hair dry price point know i'm buying another hope break month time,0.8402,0.05,0.727,0.223
9122,R2FQA2AN9FGEU0,5,look,little hair dryer exactly look small easy travel loud check travel size type hair dryer find many big reach floor plug outlet mirror recoil cord little hair dryer perfect need great job dry hair make frizzy well prepared color show pleased get white one red detail,0.9472,0.0,0.679,0.321
9123,R74YIYB5CVTN4,5,job,satisfied dryer see need anything fancy besides pink give triple bonus point book,0.743,0.0,0.636,0.364
9124,R2ZCM05S3HUS8E,5,completely satisfied,several year daily use trusty conair finally quit know year many upgrade hand-held blow-dryers spent half day read review amazon check consumer report latter much help area say little jewel seem fit need quiet light multiple temperature selection speed cool set plus fancy-shmancy ion stuff that's suppose make hair shine although thought yeah right admit partial conair find last year provide nice powerful flow air help style usually short hair well new conair ion shine ceramic turbo hair dryer new love blow hair like strong wind temperature range hot cool perfect warm in-between usual setting slide temp/power selection system preference thumb sometimes slips end wrong set second get use get hair dry less minute dryer would call whisper loud previous conair thankful nice little extra fold half top handle great storage issue surprising thing hair actually shine i'm do salt pepper hair salt gleam like sparkle silver thread afterwards treat give baby five star hope around four five year like conairs,0.995,0.043,0.624,0.333
9125,RAPXXSL35SJQD,5,best product ever,i'm hairstylist twinturbo one best blow dryer brand anybody like get fast quality style perfect product powerful last long love,0.9545,0.0,0.463,0.537
9126,R2MFB8LFHHZD9H,3,ok,main issue blow dryer attachment slide easily natural textured african american hair blow dry hair split hair section use quarter size amount grapeseed oil hair natural heat protector think dryer great price wish attachment able lock way well dryer kick bucket repurchase really annoy keep slide comb attachment back on....ugh,0.9494,0.048,0.605,0.346
9127,R3CPKRNOPZNYJF,5,amaze,buy hair dryer upcoming trip need something dual voltage arrive approx hour prime shipping test tonight love thick-course hair generally dry moderately straight straighten smooth hair dryer nearly eliminate need straighten hair dry quickly straight frizz hardly flyaways super soft i'm please definitely recommend product hope it'll hold english weather,0.9639,0.0,0.656,0.344
9128,R1ZL0I67ZM60UV,5,love,faster compare old one cord use extra space roll inside find convenient,0.0,0.0,1.0,0.0
9129,R33VM42Q9E418G,3,powerful,definitely good last conair dryer year dryer feel powerful high setting feel like low set old dryer,0.8316,0.084,0.48,0.436
9130,R2KMLFCXCKMHA3,4,great fine hair,i've dryer two half year die that's bad hair dryer go buy another day best i've ever short fine hair hot set overly hot cool set nice job set style,0.4019,0.174,0.565,0.261
9131,R2RPPGZ5XR062U,5,good,excellent product frankly deserve attention<br experience product relieve lot<br friend saw aaajabu,0.8555,0.0,0.489,0.511
9132,R324K4R5QIRCLB,5,andres,try blow dryer hotel go iphone order immediately long curly hair even slow speed dry hair fast less frizz,0.0,0.0,1.0,0.0
9133,R3LNH8JRVJA5FC,5,love cord reel,i've use hair dryer year still love cord reel favorite feature also high medium low heat seating speed,0.7269,0.086,0.617,0.296
9134,R2JBHHAXBVKNVI,2,reel dryer,own remington year quit purchase dry local store reasonably price reel style cord well owned month decide quit short cord somewhere plug right work go purchase new dryer go remington,0.2732,0.0,0.932,0.068
9135,RUCOVQJ94SE0L,5,great hair dryer,love hair dryer fit wall perfectly cord long enough hang hook use.<br one like night light base push test button turn light push reset button turn back use dryer,0.9246,0.0,0.651,0.349
9136,R2E6G0TIR0XO9T,3,use concentrator it'll pull hair,john frieda hair dryer lightweight hair dryer sleek design ceramic heat technology unfortunately concentrator tendency get hair stuck space concentrator barrel dryer pull hair dry pretty quickly noticeable difference shiny voluminous make hair look also pretty loud.<br br button could use re-working well would better switch rather button temperature speed button prone switch accidentally plus side hinge filter make easy clean cord generous length feet).<br br overall john frieda overly impressive hair dryer recommend price,0.9601,0.071,0.657,0.272
9137,R178PPN9O5DUQ3,3,hair dryer/review,hairdryer overprice value drop piece go fly able put back together snap part back place worth money wish would get less expensive hair dryer hair dryer blow hot air one blow hot air large price tag impress would recommend product friend,0.91,0.041,0.658,0.302
9138,R1Y3RA3NAET0H8,5,like,describe hair i'd simply describe chronically curly old dryer use make hair knot yuck dry actually make hair super soft drying time short hair generally seem healthy burn hair cord tangle much love dryer highly recommend,0.9273,0.0,0.702,0.298
9139,RUBPI26VRYF5P,2,expect andis,"hi,<br br base happy previous order small louder andis hangup wall mount hair dry night light order replacement.<br br unit like totally different company i'm happy.<br br button cut power flimsy muscle use turn unit shut bright night light button like screw maybe mine easy use anyway.<br br night light way bright one like small table lamp way much call night light.<br br also mount different install plate first screw unit onto plate hard compare andis unit get started come loose.<br br guess andis purchase product company slap name big mistake loyal base instal unit around house.<br br i'm return try conair unit get great reviews.<br br sorry andis well game keep customer loyal",0.9774,0.071,0.686,0.242
9140,RJPOGYJ29VS92,1,suck,waste money blow dryer frustrate end frizzy process hair brush attachment awful grip hair brush brush get mediocre result decide give try trusty conair short disappointment even blow dry would still need flat iron order get frizz never buy product,-0.7717,0.235,0.66,0.105
9141,R3ISZ8LZS8N6AB,4,much light,hairdryer great like tightly coil cord peg hang so<br drag sink however green nightlight entirely bright.<br hang hand towel night keep light whole<br bedroom much brighter previous andis wall-mount dryer had<br previously,0.8948,0.046,0.65,0.305
9142,R2V9QXA4HS49VY,2,button impossible operate,hair dryer undoubtedly great price get job do fuss fuse anything supposed nice kind fabric really...suede like feel hair dryer plastic wet hand say button use operate thing impossible recently put lotion hand forget seriously....more use butter knife operate friend mom trouble would definitely pay one good button,0.9719,0.086,0.514,0.4
9143,R1GJOXG3WP7DOQ,5,compact powerful dryer,hard find blow dryer lot airflow one meet price/performance ratio highly recommend,0.3384,0.099,0.705,0.197
9144,R3NN415SK72HX6,5,love hair dryer,first use hair dry hotel stay recently like much online search discover amazon carry nice feel hand heavy comfortable handle really like speed also cool blast button use also quite quiet hair dryer one best feature retractable cord mile cord snake countertop front cabinet buy dryer even though recently buy revlon crazy large quite loud happy hope last long conair died year,0.9707,0.07,0.584,0.346
9145,R24O6BDD380YEC,5,replacement unit,previous model year work every day till heat element break replace new unit improved use previous mount hardware wall expect great thing replacement,0.802,0.0,0.745,0.255
9146,R22E1X9DR511PJ,1,switch failure spark,buy two dryer first pop spark flashed box second develop problem within week frankly dangerous steer clear,-0.3182,0.249,0.558,0.193
9147,R14SB5UYIB02E1,2,best,always buy dryer diffuser big curly hair one small bowl shape diffuse bring dry hair blow place long hole side air blow straight cause hair blow place admit like color that's purchase forget conair good product use diffuse i'd skip one,0.7351,0.04,0.766,0.194
9148,R2YZTF8Y9Z0A2O,5,good hair dryer,hair dryer work great long thin hair quite happy performance dryer setting hot temperature hot without burn high blow right amount air actually like use hair dryer concentrator that's something able say last model i've own also feel like dry hair without leave frizzy much judge since hair long thin straight overall happy product,0.9592,0.0,0.7,0.3
9149,R3REIIX3A490US,4,similar chi pro low emf blow dryer,buy chi ion low emf blow dryer another one cheap blow dryer break feed cheap blow dryer never last loved blow dryer last till month ago guess pay back worth year get look buy one least chi blow dryer want spend amount money hop stay bunch research saw blow dryer featherweight list best blow dryer last year saw price close want pay cheap chi also saw say fast drying blow dryer like old chi prefer since ton hair use week think work pretty good much difference chi lighter chi make kind plastic like material also look solid white black picture actually get kind silver pattern go white i'm thrill reason buy blow dryer i'll get seem take amount time blow dry hair chi maybe little faster usually take minute blow dry hair depend detailed get like say ton hair thick mid-back length hair)<br br give instead prefer chi little maybe solid feel think maybe material feel light.<br br big test go see long last make year happy,0.9808,0.041,0.761,0.198
9150,R20U7CQ4EGOR46,2,nice product poor quality,hairdryer overall okay albeit somewhat heavy weight one year use though main switch break half quite shame part break make whole product unusable grrr,-0.4391,0.173,0.758,0.069
9151,R2S93VQIUJPNDN,2,believe read,purchase base write prevention magazine yes great dry lot shine location control button stink spend time reselecting temperature/speed/on matter hold dryer pressing switch would recommend one poorly design,0.7717,0.075,0.637,0.288
9152,R1UTOQBX695KZ6,3,could perfect,really want love hair dryer except one thing placement control button terrible constantly turn dry switch heat setting hand i'm dry hair pretty annoy besides dryer great help smooth hair dry quickly also look really nice overall okay think would purchase know problem control button,0.9416,0.129,0.506,0.365
9153,R21KV38YHGHLI8,2,bad packaging ever,hardly post review product force place one packaging order attachment dryer leave open box seem product use sign use never expect open box shipment amazon exception product work condition want enter hassle return keep product satisfied shipping handling,0.7003,0.028,0.782,0.19
9154,R2JGQRKK1N8K1R,1,advertised,item advertise claim come concentrator chose particular dryer come concentrator go back,0.0,0.0,1.0,0.0
9155,RTM242HKBAJLD,3,review correct spark,purchase dryer year ago perform well go onto amazon order babybliss tonight dryer start spark dry hair hear see spark crazy throw away research review several site order babybliss want wait dryer burn hair,0.5423,0.061,0.712,0.226
9156,R1PEDOJ2S0J6XH,4,still use,well use long yet i'm still use work well hard put extra feature blow dry hair we'll see good/long last,0.4215,0.062,0.752,0.186
9157,RDNQFBI1YBWBC,2,heavy awkward,surprised heavy unwieldy cheery yellow bird i've spoil light dryer find arm feel weary unwilling spend time style conair's fault bad thinking would lighter look get shove back junk drawer rat,-0.4215,0.209,0.653,0.138
9158,R3UZH77X8MRNCR,5,awesome,really long hair dryer dry hair quickly..it also make hair lot smoother would definitely recommend others price quality,0.6369,0.0,0.755,0.245
9159,R14ONLUJCX8OOU,3,great hairdryer something break,infiniti conair watt tourmaline ceramic styler cord reel dryer]]<br br buy hairdryer amazon july include tax april cord stop retract call conair customer service order repair charge must send expense must send return ship repair return go clue would without hairdryer interim check amazon saw could buy brand new one tax course free shipping obviously option chose.<br br although like everything dryer find annoying month need replace anything similar quality feature cost money see long new one last disappoint,0.1531,0.086,0.811,0.104
9160,R369G61NBUFLGK,4,good portable hair dryer,multiple hair dry past year works well reasonable amount power great travel compact say would give star always go south inevitably eventually lose steam die altogether find somewhat inconsistent power delivery appear constant feature particular design whatever reason still like use recommend caveat,0.5574,0.12,0.675,0.204
9161,R2CSUWJF45DF0U,3,industrial strength dryer retractable cord,like retractable cord dryer dryer loud heavy everytime dry hair feel sound like i'm run vacuum cleaner.<br dry hair-but i'm feel ionic part dryer different brand work way well least one dry decently go keep use probably recommend friend,0.8957,0.0,0.726,0.274
9162,RFBXDQIPLKLE4,1,heavy slow powerless hate,weighs ton blow power take forever dry hair dry flat natural wave give ghost regardless hair product used.<br br hate i've replace waste money,-0.743,0.281,0.639,0.08
9163,RIRVSS49ZUYPF,5,best hair dryer evah,first use hair dryer courtyard marriott work good wonder hair thrill see amazon sell dry hair fast give silky smooth look highly recommend hair dryer,0.8357,0.0,0.68,0.32
9164,R3MA3WB37CW89U,5,best blowdryer great service,saw dryer good housekeeping magazine decide give try even though pretty happy current watt dryer one really good dry faster seem gentle cool feature great set curls body.<br br order second dryer daughter come unpleasant buzzing sound run high speed know right contact amazon defective product return ship free easy replacement arrive two day thanks amazon,0.9788,0.073,0.509,0.418
9165,R3HDP5IJAKQSV4,4,change good thing,overall like dry thing like change design newer design much wide wall fit screw hole drill hole wall,0.7269,0.061,0.611,0.328
9166,R2W8KB5YI7H4S8,4,work fine,overall find dryer well build powerful unit though bit heavy side bit procrastinator come tto get haircut hair tend get fairly long cuts dryer work quickly good job.<br br since similar unit wife use use i'm sure would fine use well.<br br sure point ion set seem make difference use there.<br br need new dryer would fill bill,0.875,0.033,0.757,0.211
9167,R1YO3XVS3IQ5WC,5,lot power yet lightweight,blowdry failure life can't seem use normal-size blow dryer style hair without blow previously style hair smithereens open box dryer saw small thought battery-operated take forever dry hair pleasantly surprise powerful enough dry thick hair lightweight enough arm tire style volume move around hold air behind head whatever limited arm movement muscle fatigue easily dry wish cold shot button drawback,0.7096,0.1,0.719,0.181
9168,R31KKDXLL7PTM4,1,buy work overseas,buy hair dryer travel england ireland along adapter dryer advertise dual voltage worldwide travel false statement first time plug fry huge waste money never conair dryer,-0.128,0.096,0.825,0.079
9169,R31MNVIGKUO212,5,powerful blow dryer men woman alike,extremely excited try product say impressed normally set blow dryer high warm set pleased performance dryer regard extremely powerful get hot overheat move constantly nice feature many dryer i've use personally use add-on attachment can't comment seem like would useful tool need specific form styling,0.955,0.035,0.603,0.362
9170,RH5TQEQR1NDP3,1,quiet hair dryer want,hairdryer quiet claim easy handle button seem wrong place since continually turn dryer accidentally attempt dry hair dry capability good would give item definitely well hairdryers likely purchase another much quiet one keep back up!<br recommend someone concerned noise level,0.784,0.106,0.636,0.258
9171,RYTNSZG898NEA,5,good hair dryer,old dryer old dryer need replace decided price worth go plus dryer rat top several site look into.<br bottom line work quiet cord retract heavy dish maybe complain seriously it's....a....hair dryer one thing see use hair dryer blow hot air might think dryer make hair flat cook cuticle hair lay flatter ultimately feels soft less damage worth it--you always adjust product hair style well worth pay,0.1263,0.113,0.742,0.146
9172,RSQFTAB938PCB,2,prior conair standard,i've use conair hair-dryers year stuck brand they've always provide good merchandise good value money long streak end product.<br br pros:<br several different speed heat setting provide useful array options<br fairly inexpensive<br br cons:<br two back filter screen outer one stay attach unit clip side closing latch defective remove entirely seem affect operation unit consider second screen built-in usable<br hot set hot<br slide control align well slip past detent require much force push)<br overall cheap construction even fairly low price.<br br result poorly make unit worth price big disappointment dedicate conair user time look another brand,0.5859,0.092,0.772,0.136
9173,RX1UA39OUNYW9,5,good buy,wonderful little dryer remarkably low price quiet efficient good buy recommend,0.868,0.106,0.3,0.594
9174,R2INXOK2B1C351,3,flattens hair,sister-in-law hair stylist swears brand use dryer anything special hair fact make look flat leave hair without body hair felt smooth soft necessarily look way even high set there's whole lot power blow less air get hot previous dryer elchim definitely well sure wattage much elchim fine hair since normal thick want flat straight-ironed look thicker hair might work price paid impressed record sister-in-law's dryer performs much differently even though exact model make suspicious perhaps refurbish dryer maybe even fake that's even possible box seal though packaging inside fine i'd interested hear anyone else experience,0.8979,0.062,0.742,0.196
9175,RW4JA0RCUZPBO,4,almostt great,cord long cord spiral curl design would lot easy use take less space,0.4404,0.0,0.805,0.195
9176,R35NHIZRVAAH1L,2,hair dryer,dryer look sturdy inferior plastic also use dry cap become soft felt like melt,-0.0516,0.157,0.698,0.145
9177,R29TF20AO544RL,3,okay/overpriced,severely damage hair due color highlight flatironing saw blowdryer suppose dry hair faster condition well trick ion disappoint dry money faster mean actually blow slow cooler take long sally's beauty supply brand far less money take advertising bait purchase dryer ladies gent,-0.2023,0.189,0.655,0.155
9178,RZNR7WBDPO8SO,5,great,powerful lovely use highly recommend use first time today dry hair quickly,0.8553,0.0,0.489,0.511
9179,RS9E23EBXZCA6,2,work great month die,read many review hair dry buy purchase anyway despite fact several people note die shortly purchase...so mea culpa positives:<br br light<br br generate great heat<br br love extra long cord<br br provide extra filter purchase thought good thing but....<br br negatives:<br br even change filter regularly hint hint include extra mine die year.<br br pass dramatic looked like go catch fire smell like too.<br br great long work,0.8779,0.114,0.659,0.227
9180,R5TRX9OUHFFAL,5,andis styler hair dryer,look style hair dryer time similar different brand dryer local store disappointing loud strong vibration poorly make pleased well make andis dry several week use quiet vibration free well make long cord,0.8591,0.075,0.606,0.319
9181,R1SFN99369FRH3,5,work great,i'm hairdryer expert fit need perfectly fold retracts nicely dry hair quickly,0.8625,0.0,0.484,0.516
9182,RTZOXDKBDPGLD,1,short life expectancy,thrill low cost lightweight well perform dryer perfect everyday use travel however stop work two month moderate use disposable added product description,0.6124,0.145,0.574,0.28
9183,R2GSS0KHZUI8LG,5,nice hair dryer great news woman use,hair gotten longer i've suddenly see need hairdryer i'm man let say mangroomer brand there's reason woman can't use dryer well since male female hair pretty much unit work quite well purposes.<br br pros:<br high power motor.<br heat speed setting tend use low heat high speed.<br cold air button finish thing off.<br comfy rubber grip.<br long cord.<br look cool!<br br cons:<br really sure magical ion feature actually anything.<br annoy packaging.<br br hairdryer job look cool recommend men woman want groomered,0.551,0.094,0.773,0.133
9184,R3JNW27PLKGSBK,5,inexpensive portable get job do,quite bit research pull trigger new hair dry bit hesitant get fold-able travel dryer since review tend good however one exception go main feature look new dryer weight size power would prefer ceramic dryer since healthy hair old dryer vidal sassoon ionic sensor touch dryer last several year technically still work i've drop enough time front cover broken make bit difficult work button compare two dryers:<br br conair vs vidal sassoon br conair pros:<br light small easy arm<br put air fold easy storage travel<br br conair cons:<br hot still dry hair fast faster due air flow<br shorter cord unless need make easy store<br br overall summery:<br conair great buy feature full size dryer pack small fold-able lightweight design color favorite fact meet criterion take travel make,0.9136,0.066,0.787,0.146
9185,R3GFN1KWMQ9NF5,5,great lightweight hairdryer,much require hair dryer one dry hair quickly option heat airflow level i'm sure high price hairdryers actually perform good one cost less great buy opinion,0.8405,0.0,0.719,0.281
9186,R5ESLV9P12QRQ,4,worthy purchase,product worthy buy inexpensive heavy duty great everyday use light weight make easy pack travel,0.872,0.0,0.548,0.452
9187,R12T7YCQLID4QS,1,buyer beware dangerous buy caution,dryer work great hair seldomly use never drop use one day motor explode back dryer hit face turn heard strange noise naturally decide turn see could wrong could turn already explode smoke start come dryer piece dryer hit face quite hard know one receive defective common issue model dryer caution,-0.3775,0.16,0.741,0.1
9188,RG9QYF5LENJ9V,3,hot,two setting low hot high hot really featherweight quick drying time motor sound good old italian make dryer wish test person first buying would return get song want pay ship cost restock fee it'll,0.5267,0.089,0.736,0.175
9189,RKGYG9W9HUIH7,2,ridiculous mount system,own couple predecessor dryer always quite satisfactory find newly design mount system poor excuse mount bracket screw mean hold dryer bracket totally inadequate..too small withstand torsion remove replace dryer bracket can't imagine much save change style certainly leave bad taste overall quality dryer,-0.6525,0.222,0.656,0.122
9190,R3LGCXXHFKBOIX,5,hair dryer,buy first pay hair salon tell hand best blow dryer awesome year start problem certainly want pay dollar drug store dryer powerful enough hair......so daughter encourage try amazon never think would find amazon surprise find able get brand new perfect discount jungle little nervous till get perfect work well one get salon feel like get deal life,0.9841,0.086,0.458,0.456
9191,R2NA0PPZVP6EC2,1,sorry piece junk,husband purchase dryer within couple us stop blow hot air remind time much money spend can't use,-0.296,0.121,0.879,0.0
9192,R3JXUFI2IMG5H5,5,lot hot air,confession time man even know man use hairdryer know men say best hairdryer ever use ask explain ionic set does---the manufacturer even explain satisfaction somehow work cobweb-fine delicate difficult body-less totally straight almost-waist-length hair wear long braid ignore much possible fly around time get tangle stuff end people's food wash week darn dry---it would probably fall washed every day perm color otherwise mess chemical destroy i've split end braid knot badly wind i've cut inch hairdryers really hard hair use little possible.<br br like design hairdryer---it's fairly light comfortable hold attachment nozzle nice focus air want there's nowhere hair fly work get tangle use ionic setting heat high control amount hot air handy cool burst blue button turn heat hair dry faster untangles easier ever life stay untangle week possible know care!<br br think maybe imagine ask daughter-in-law try say best experience i've ever hairdryer whole life.<br br please comment can't possibly work unscientific i'm make stuff someone one review hairdryer make positive difference pun intend hair i'm go buy one daughter-in-law,0.9579,0.087,0.73,0.183
9193,R32YH0LVIY18Q6,5,great,performs great problem light perfect brightness watt set work fine great space saver use hotel great kid bathroom,0.9565,0.079,0.323,0.598
9194,R16Y4Q8R62R9N0,3,bad dryer,really good hair dry get hot love dry hair quickly long hair take long dry dryer pretty heavy problem others may though reason give product bought sept finally replace month ago start make god awful noise would use describe noise slowly murder cat behind engine plane like conair product definitely good dryer last quite,0.8653,0.138,0.583,0.279
9195,R3U96MGGMM3014,4,consumer report recommendation,usually look consumer report purchase year proven trustworthy purchase recommendation save money headache revlon hairdryer purchase like already price affordably many option handle easily disappoint least,0.8402,0.076,0.593,0.331
9196,RUMMEUCJ40BT0,5,great hairdryer,dryer harsh hair....love heat/speed level excellent buy dig travel bag great new color,0.7096,0.14,0.483,0.377
9197,R2KD0OVGJB5379,1,need help operation,hi buy product recently new hair dryer.can tell use hair dryer whenever plug power cord wait coil heat get heat unable use it.is something wrong hair dryer please explain use hair dryer detail effort much appreciated.<br br thank,0.1779,0.072,0.816,0.112
9198,R1TZ2K0T4OQDES,5,perfect every way,love color grip great easy navigate glorious mop nappy hair cord retract wide variety setting every stge hair wet damp great touch-ups pleased purchase attachment come great investment,0.9829,0.0,0.411,0.589
9199,R33MRI66MLSHW6,5,stylist,cosmetologist like need great hair dryer yet come across great hair dryer hair dryer last year turn junk month use shop figure would give dryer try since year warranty could return refund ole dryer rest.<br br boy glad get dry dry time cut half dryer need flat iron hair dry smooth frizz oh say frizz sorry dryer frizz hair even need use frizz control product dryer cause negative ion dryer produce really close cuticle cause lot less moisture loss leave hair shiny silky soft dryer lot quieter dryer client comment wow dryer really quiet even say quiet dryer gotten rave comment ask get dryer say get amazon!<br br really love dryer luxury ferrari begin describe work art highly recommend dryer hairstylists!<br br give dryer,0.9602,0.062,0.759,0.179
9200,R1B016G33Y8P1D,5,skeptic longer really well dryer,best know really glad purchase folica special.<br br thick medium length wavy fine hair wash day week gym use hot tool dryer two time one hand--quite spectacle use flat iron happy end result want reduce time spent.<br br research dryer death get fatigue pop sedu tourmaline ionic regular plug bad luck huge gf plug hair iron price insane since use nearly every day br br compare hot tool dryer get hotter good thing hot tool plenty hot enough fry hair blow forcefully dryer small easy handle find heavy able use one dryer one hand brush still get hair dryer faster use two hot tool dryer much straighter much smooth surprise reason say skeptic long something dry tourmaline ion really make difference hair already straight time dry since could use brush time spend use flat iron significantly reduced.<br hope addition reduce time also reduce trauma hair.<br br cannot tell worth big premium solia supersolano look nice dryer happy sedu,0.9703,0.094,0.692,0.214
9201,R1SLHTLWWJ5DCB,4,shiny hair,price ver happy dryer willing pay new dryer hair look dry dull damage use dryer friend really like result buy one price really can't beat hair soft shiny much body old hair dryer.<br br take amount time old traditional dryer weight notice change,0.5256,0.135,0.685,0.18
9202,RF3PFFVM5LYU4,4,compact,item great small bathroom like hang wall convenient feature two speed may drawback really need attachment use brush control hair blow dry,0.8434,0.0,0.677,0.323
9203,R1QKUSRWO85PT3,1,doa/pos,use minute low heat second use high fan stop almost immediately heating element stay stink high heaven extremely hot safety plug trip neither gfci beware dangerous piece garbage go back tomorrow even worth spent,0.7296,0.152,0.564,0.285
9204,R2DWTJXPGY7CAZ,5,love,disability dry hair one handed.i search net hand free dryer holder one exactly look for.i stick mirror shower plan attach wall ever get stock.please put stock!i need another one take vacation,0.7777,0.0,0.81,0.19
9205,R29WOZ34HDAPGG,1,horrible,buy dryer base review month every time use handle get hot actually get degree burn palm trash get new non revlon dryer stay away,0.0,0.0,1.0,0.0
9206,R2SLM4X3F3VVVV,3,sad replace,get dry month ago turn anymore button difficult work longer easier become slide heat setting like retractable cord dependable try different hairdryers realize much like one despite fallback guess get really attach,0.6486,0.065,0.731,0.204
9207,RDOKLXUGTPCSD,5,nice dryer european travel,super dryer powerful small size low price work fine ireland wale england home use dry dogs.<br br update july review proversa dryer.<br buy dryer summer say first class i've see first class dryer hotel decide buy must dependable.<br can't review dryer honestly amazon perversed review first class dryer play switcheroo proversa call,0.7918,0.074,0.724,0.203
9208,R3QUX54PYAODN6,5,excellent blow dryer,old faithful conair finally die dryer replacement...and dandy one turned dry quickly compare old model light weight easier handle problem kind good purchase,0.6597,0.185,0.478,0.337
9209,R1UO6QNX5D95B5,5,perfect dryer,small powerful dryer perfect bathroom...up way easy mount highly recommend,0.9041,0.0,0.33,0.67
